2018-12-29 11:58:05[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: oracle.jdbc.driver.OracleDriver
2019-01-01 16:23:16[platform] WARN [pool-195-thread-3] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035477a1fa9a46fc9b0204d12190e986
2019-01-01 16:23:16[platform] WARN [pool-195-thread-2] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03549ed017894b6cb25d2255a793520d
2019-01-01 16:23:16[platform] WARN [pool-194-thread-2] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034f9af88bdc4e099f862208488b9cc2
2019-01-01 16:23:16[platform] WARN [pool-194-thread-3] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034f8f8563054fe8aff9a093eec35e9d
2019-01-01 16:23:16[platform] WARN [pool-196-thread-2] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03563cb468234b18a54a0368ec067595
2019-01-01 16:23:16[platform] WARN [pool-194-thread-1] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034fb1c43f15469bb279097f2005c7e4
2019-01-01 16:23:16[platform] WARN [pool-196-thread-5] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0356a0e004ba4696912a52376b201306
2019-01-01 16:23:16[platform] WARN [pool-195-thread-1] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0354b415ec44417cb3665c8af8b61a24
2019-01-01 16:23:16[platform] WARN [pool-195-thread-4] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0354c43ef5014e0da85b9349a782d502
2019-01-01 16:23:16[platform] WARN [pool-196-thread-4] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0356ae6a0d7d459180607f753a31d63f
2019-01-01 16:23:16[platform] WARN [pool-195-thread-5] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0354d490d6434ed4ae402c2b5ff96208
2019-01-01 16:23:16[platform] WARN [pool-197-thread-1] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035dfe1812a647aaa91de1ef4ea13cb3
2019-01-01 16:23:16[platform] WARN [pool-197-thread-4] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035e2b2824a340cf81510328ff1b1c70
2019-01-01 16:23:16[platform] WARN [pool-197-thread-2] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035e09a66496456ea09651a23380e952
2019-01-01 16:23:16[platform] WARN [pool-197-thread-5] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035e2bc1639a4b8686d6d6e793d42ef6
2019-01-01 16:23:16[platform] WARN [pool-197-thread-3] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035e14e24b5a4d018f752d8e10b7d4b2
2019-01-01 16:23:16[platform] WARN [pool-196-thread-3] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0356c89d2331418aae4fadcc8c92e06c
2019-01-01 16:23:16[platform] WARN [pool-194-thread-4] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034fb51b968647d8b9f230651713b2f9
2019-01-01 16:23:16[platform] WARN [pool-196-thread-1] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0356ce19d00644119299cfb6a0ad59a1
2019-01-01 16:23:16[platform] WARN [pool-194-thread-5] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034fe07a2c0d471d86bc09860d097185
2019-01-01 16:23:16[platform] WARN [pool-194-thread-2] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034ff6b8fcd0427e847119ec447a3f8f
2019-01-01 16:23:16[platform] WARN [pool-195-thread-1] LoggerUtils.warn(39) | [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0354d94b07f640a8bac016efbe32f440
2019-01-01 16:26:20[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2019-01-01 16:26:20[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2019-01-01 16:26:20[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2019-01-01 16:26:20[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2019-01-01 16:26:20[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2019-01-01 16:26:20[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2019-01-01 16:26:20[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2019-01-01 16:26:21[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2019-01-01 16:26:21[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2019-01-01 16:26:21[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2019-01-01 16:26:22[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2019-01-01 16:26:22[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2019-01-01 16:26:22[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2019-01-01 16:26:22[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2019-01-01 16:26:22[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3458
2019-01-01 16:26:22[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master1
2019-01-01 16:26:22[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [同步结束] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master1
2019-01-01 16:26:22[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3442
2019-01-01 16:26:23[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034ffb6a94d246e19e2f6cf11555e9d5
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0350326e35224b33ba27a0863a333c24
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034fb51b968647d8b9f230651713b2f9
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03506df524e94138820cf4d98a429f94
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034fe07a2c0d471d86bc09860d097185
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:034ff6b8fcd0427e847119ec447a3f8f
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0350d15dfb8d4ae194c8da06434c1d10
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0350b908e452403f93046e58fd9d76f9
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03506bacece44a4f9b9b2537e96f9192
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03510ded549e4cc3a5506de30c71950e
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0350f302b0e74b049d23ea5108a09bbc
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0350f29b6d83402c800db0aa5421baa6
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0350ed611b1842b1963c67293ee98749
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03512dfb8d6c44348958b2296e55a0c2
2019-01-01 16:26:29[platform] ERROR [pool-189-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035124eb0887431f9d5f0fdfb48b761a
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0354d94b07f640a8bac016efbe32f440
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0355313b186b4cf6bdce1dcafe4d0194
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03551574da9043328d5f704702b1ca2a
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03553d66067e458b8b23176999d758f5
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0354dab08c584cb18bfd4f5688c2a945
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035559f2929441cebeda932fb6a22bd2
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035556e032d248a98094ab1e77f9363b
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0355550902b74cfc80eee20d7e952d05
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0355332f5bcd42678a6987e66309d587
2019-01-01 16:26:29[platform] ERROR [pool-194-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035565c6557647f38d70b4fe3c8027fa
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0356e7c254ae49f9897ef9c6f3e1bc1e
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0356ce19d00644119299cfb6a0ad59a1
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0356a0e004ba4696912a52376b201306
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03573339366144fea2cf7c5a6b511818
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0356ffc7637f4766a9cb88ce9698c459
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035754184439412d8041ae3929ce7f31
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035749f9a981404282b17d33656f7eed
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0357b73de0bd46459752f4e0596a8a52
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0357bf8d4cb74bf09969e1295cff5044
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035785337688414bbbe4ca8ed3c7597d
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03575fd0f40b436fa446e3964618b25f
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0357cf885d86485fa3a1b259d7f1f1f2
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0357c275252b4c7aa93907cd9196a32d
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035813bba7cc4d4cb7c31948a1b5e055
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0357fa596a704095a5ed60faaa83bfe1
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035828520e3046529f1057e5d40e8f82
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0357e6d3fe8c42d3aeb6606c568bab6a
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0357d53fdce14234a7dfa621b055de2c
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358413f4f5f486fa0e615f597d29dad
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:035841257fa4484fb23821c121bb4fa6
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358356d60f447bf9a2c73aa36a4fa02
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358800f9e6c4f11a15f4b450f8b1892
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03584f0656bc471eb8dce84a77f79485
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358abed393648bfba6267a7005c0625
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358a23524344ed18c972996008381cb
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358a187452c4069a7863e532b0b4e32
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358c417155b4b6e8dc9c293c929816e
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358c32a4a38480c9d56157e703f92f3
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-3] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358aebda67e4ad2bd2f979658012e31
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359005e75e947cfb621d281989a3ef8
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359222f86d048f989004c1c8cdd618e
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-1] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358c93167a34767b18b38af0092b710
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-4] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0358c6254b314535bb9b8a01422a9526
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-5] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:0359783678cf48d482fea9713dc78f88
2019-01-01 16:26:29[platform] ERROR [pool-196-thread-2] LoggerUtils.error(32) | 错误信息: [警告字段] 表名:sys_region,数据源名称:home_mysql_master,数据源编号:home_mysql_master1,警告字段:jybh 正在修改已经存在的数据,唯一标识key : ID,唯一标识值:03596d03f35242b39b6e303c576547c0
